date;commodity_id;currency;price
2020-03-05;sunflower;ARS;14450
2020-03-05;wheat;ARS;12200
2020-03-05;sorghum;ARS;8100
2020-03-05;soybeans;ARS;14310
2020-03-05;corn;ARS;8500
2020-03-06;wheat;ARS;12200
2020-03-06;corn;ARS;8500
2020-03-06;sunflower;ARS;14450
2020-03-06;soybeans;ARS;14300
2020-03-06;sorghum;ARS;8100
2020-03-13;sorghum;ARS;8100
2020-03-13;soybeans;ARS;14000
2020-03-13;sunflower;ARS;14050
2020-03-13;wheat;ARS;12050
2020-03-13;corn;ARS;8650
2020-03-16;sorghum;ARS;8000
2020-03-16;sunflower;ARS;13970
2020-03-17;sunflower;ARS;13900
2020-03-17;sorghum;ARS;8000
2020-03-18;sorghum;ARS;8000
2020-03-18;wheat;ARS;11900
2020-03-18;soybeans;ARS;13900
2020-03-18;sunflower;ARS;14180
2020-03-20;sunflower;ARS;13400
2020-03-20;sorghum;ARS;8000
2020-03-25;sunflower;ARS;14500
2020-03-25;soybeans;ARS;14050
2020-03-25;sorghum;ARS;8400
2020-03-25;corn;ARS;9400
2020-03-25;wheat;ARS;12450
2020-03-26;sunflower;ARS;14500
2020-03-26;wheat;ARS;12500
2020-03-26;sorghum;ARS;8600
2020-03-27;sunflower;ARS;14500
2020-03-27;corn;ARS;9600
2020-03-27;soybeans;ARS;14500
2020-03-27;sorghum;ARS;8750
2020-03-27;wheat;ARS;12600
2020-03-30;sunflower;ARS;14500
2020-03-30;corn;ARS;9350
2020-03-30;sorghum;ARS;8750
2020-03-30;soybeans;ARS;14500
2020-03-30;wheat;ARS;12600
2020-04-01;sunflower;ARS;14500
2020-04-01;soybeans;ARS;13900
2020-04-01;corn;ARS;9050
2020-04-01;sorghum;ARS;8750
2020-04-01;wheat;ARS;12550
2020-04-02;wheat;ARS;12700
2020-04-02;sorghum;ARS;8800
2020-04-02;soybeans;ARS;13900
2020-04-02;sunflower;ARS;14650
2020-04-02;corn;ARS;9400
2020-04-03;corn;ARS;9200
2020-04-03;sorghum;ARS;8800
2020-04-03;sunflower;ARS;14900
2020-04-03;soybeans;ARS;13850
2020-04-03;wheat;ARS;12700
2020-04-06;sorghum;ARS;9000
2020-04-06;sunflower;ARS;14900
2020-04-07;sunflower;ARS;15250
2020-04-07;wheat;ARS;12650
2020-04-07;sorghum;ARS;9050
2020-04-07;soybeans;ARS;13850
2020-04-07;corn;ARS;9000
2020-04-08;corn;ARS;8950
2020-04-08;sunflower;ARS;15400
2020-04-08;wheat;ARS;12700
2020-04-08;soybeans;ARS;13800
2020-04-08;sorghum;ARS;9050
2020-04-09;soybeans;ARS;13650
2020-04-09;wheat;ARS;12700
2020-04-09;sunflower;ARS;15400
2020-04-09;sorghum;ARS;9050
2020-04-09;corn;ARS;8850
2020-04-13;corn;ARS;8800
2020-04-13;sorghum;ARS;9050
2020-04-13;wheat;ARS;12800
2020-04-13;sunflower;ARS;15520
2020-04-13;soybeans;ARS;13700
2020-04-20;corn;ARS;8150
2020-04-20;soybeans;ARS;13810
2020-04-20;wheat;ARS;12900
2020-04-22;sunflower;ARS;15850
2020-04-22;wheat;ARS;13000
2020-04-22;sorghum;ARS;9000
2020-04-22;soybeans;ARS;14000
2020-04-22;corn;ARS;8150
2020-04-23;sorghum;ARS;9000
2020-04-23;soybeans;ARS;13900
2020-04-23;wheat;ARS;13000
2020-04-23;sunflower;ARS;15870
2020-04-23;corn;ARS;8200
2020-04-24;sorghum;ARS;9000
2020-04-24;sunflower;ARS;15900
2020-04-24;soybeans;ARS;13900
2020-04-24;corn;ARS;8000
2020-04-24;wheat;ARS;13000
2020-04-27;wheat;ARS;12900
2020-04-27;corn;ARS;8000
2020-04-27;soybeans;ARS;13800
2020-04-27;sorghum;ARS;9000
2020-04-27;sunflower;ARS;15920
2020-04-28;sorghum;ARS;9000
2020-04-28;corn;ARS;8000
2020-04-28;wheat;ARS;12650
2020-04-28;sunflower;ARS;16280
2020-04-28;soybeans;ARS;13800
2020-04-29;wheat;ARS;12750
2020-04-29;sorghum;ARS;9000
2020-04-29;soybeans;ARS;13900
2020-04-29;corn;ARS;8000
2020-04-29;sunflower;ARS;16100
2020-04-30;wheat;ARS;12800
2020-04-30;sorghum;ARS;9000
2020-04-30;soybeans;ARS;14200
2020-04-30;corn;ARS;8200
2020-04-30;sunflower;ARS;16100
2020-05-05;wheat;ARS;12800
2020-05-05;corn;ARS;8200
2020-05-05;sorghum;ARS;9000
2020-05-05;soybeans;ARS;14300
2020-05-05;sunflower;ARS;16050
2020-05-07;wheat;ARS;12900
2020-05-07;sorghum;ARS;9000
2020-05-07;soybeans;ARS;14400
2020-05-07;corn;ARS;8300
2020-05-07;sunflower;ARS;16100
2020-05-08;sorghum;ARS;9000
2020-05-08;sunflower;ARS;16100
2020-05-08;soybeans;ARS;14500
2020-05-08;wheat;ARS;12700
2020-05-08;corn;ARS;8250
2020-05-12;corn;ARS;8250
2020-05-12;sunflower;ARS;16150
2020-05-12;wheat;ARS;12250
2020-05-12;sorghum;ARS;9000
2020-05-12;soybeans;ARS;14660
2020-05-13;corn;ARS;8250
2020-05-13;sunflower;ARS;16150
2020-05-13;soybeans;ARS;14700
2020-05-13;wheat;ARS;12300
2020-05-13;sorghum;ARS;9000
2020-05-20;sunflower;ARS;16600
2020-05-20;soybeans;ARS;15050
2020-05-20;sorghum;ARS;9150
2020-05-20;wheat;ARS;11900
2020-05-20;corn;ARS;8000
2020-05-27;wheat;ARS;12100
2020-05-27;sorghum;ARS;9220
2020-05-27;soybeans;ARS;14900
2020-05-27;corn;ARS;7900
2020-05-27;sunflower;ARS;16720
2020-05-28;corn;ARS;8000
2020-05-28;sunflower;ARS;16730
2020-05-28;soybeans;ARS;14900
2020-05-28;wheat;ARS;12100
2020-05-28;sorghum;ARS;9220
2020-05-29;sorghum;ARS;9250
2020-05-29;sunflower;ARS;16750
2020-05-29;soybeans;ARS;14900
2020-05-29;wheat;ARS;12200
2020-05-29;corn;ARS;8200
2020-06-02;corn;ARS;8150
2020-06-02;sunflower;ARS;16790
2020-06-02;soybeans;ARS;15150
2020-06-02;sorghum;ARS;9300
2020-06-02;wheat;ARS;12150
2020-06-12;soybeans;ARS;15600
2020-06-12;sorghum;ARS;9700
2020-06-12;wheat;ARS;12700
2020-06-12;sunflower;ARS;17020
2020-06-12;corn;ARS;8750
2020-06-17;wheat;ARS;12750
2020-06-17;corn;ARS;8650
2020-06-17;sorghum;ARS;10000
2020-06-17;soybeans;ARS;15550
2020-06-17;sunflower;ARS;17100
2020-06-22;corn;ARS;8720
2020-06-22;sunflower;ARS;17250
2020-06-22;soybeans;ARS;15800
2020-06-22;sorghum;ARS;10100
2020-06-22;wheat;ARS;12850
2020-06-25;soybeans;ARS;15700
2020-06-25;wheat;ARS;12900
2020-06-25;sunflower;ARS;17500
2020-06-25;corn;ARS;8750
2020-06-25;sorghum;ARS;10150
2020-06-26;sunflower;ARS;17520
2020-06-26;soybeans;ARS;15700
2020-06-26;sorghum;ARS;10170
2020-06-26;wheat;ARS;13000
2020-06-26;corn;ARS;8750
2020-06-30;sunflower;ARS;17650
2020-06-30;corn;ARS;9050
2020-06-30;wheat;ARS;13100
2020-06-30;sorghum;ARS;10400
2020-06-30;soybeans;ARS;15800
2020-07-01;soybeans;ARS;16000
2020-07-01;sunflower;ARS;17950
2020-07-01;wheat;ARS;13350
2020-07-01;corn;ARS;9200
2020-07-01;sorghum;ARS;10500
2020-07-08;wheat;ARS;14000
2020-07-08;sunflower;ARS;18600
2020-07-08;sorghum;ARS;10630
2020-07-08;soybeans;ARS;16500
2020-07-08;corn;ARS;9200
2020-07-15;soybeans;ARS;16650
2020-07-15;corn;ARS;9250
2020-07-15;sunflower;ARS;18620
2020-07-15;sorghum;ARS;10680
2020-07-15;wheat;ARS;14200
2020-07-17;sorghum;ARS;10700
2020-07-17;sunflower;ARS;18680
2020-07-17;wheat;ARS;14100
2020-07-17;soybeans;ARS;17000
2020-07-17;corn;ARS;9500
2020-07-20;soybeans;ARS;17000
2020-07-20;corn;ARS;9600
2020-07-20;sunflower;ARS;18900
2020-07-20;sorghum;ARS;10720
2020-07-20;wheat;ARS;14200
2020-07-22;sunflower;ARS;19000
2020-07-22;sorghum;ARS;10750
2020-07-27;wheat;ARS;14000
2020-07-27;soybeans;ARS;17500
2020-07-27;sunflower;ARS;19250
2020-07-27;corn;ARS;10100
2020-07-27;sorghum;ARS;11000
2020-07-29;sorghum;ARS;10900
2020-07-29;sunflower;ARS;19450
2020-07-30;sunflower;ARS;19450
2020-07-31;sunflower;ARS;19480
2020-07-31;corn;ARS;10000
2020-07-31;soybeans;ARS;17500
2020-07-31;sorghum;ARS;11000
2020-07-31;wheat;ARS;14000
2020-08-05;sunflower;ARS;16560
2020-08-06;sunflower;ARS;19580
2020-08-06;soybeans;ARS;17600
2020-08-06;corn;ARS;9800
2020-08-06;sorghum;ARS;11400
2020-08-06;wheat;ARS;14000
2020-08-07;wheat;ARS;14000
2020-08-07;sorghum;ARS;11300
2020-08-07;soybeans;ARS;17500
2020-08-07;corn;ARS;9800
2020-08-07;sunflower;ARS;19600
2020-08-11;soybeans;ARS;17500
2020-08-11;sorghum;ARS;11400
2020-08-11;wheat;ARS;13900
2020-08-11;corn;ARS;10000
2020-08-11;sunflower;ARS;19680
2020-08-12;wheat;ARS;13900
2020-08-12;sorghum;ARS;11400
2020-08-12;soybeans;ARS;17650
2020-08-12;sunflower;ARS;19700
2020-08-12;corn;ARS;10100
2020-08-13;sunflower;ARS;19700
2020-08-13;corn;ARS;10350
2020-08-13;sorghum;ARS;11400
2020-08-13;soybeans;ARS;18000
2020-08-13;wheat;ARS;13900
2020-08-14;wheat;ARS;13900
2020-08-14;sorghum;ARS;11600
2020-08-14;soybeans;ARS;18000
2020-08-14;corn;ARS;10300
2020-08-14;sunflower;ARS;19700
2020-08-18;soybeans;ARS;18300
2020-08-18;corn;ARS;10450
2020-08-18;sunflower;ARS;19770
2020-08-18;sorghum;ARS;11700
2020-08-18;wheat;ARS;14000
2020-08-19;wheat;ARS;14000
2020-08-19;sorghum;ARS;11720
2020-08-19;soybeans;ARS;18200
2020-08-19;corn;ARS;10500
2020-08-19;sunflower;ARS;19800
2020-08-20;corn;ARS;10650
2020-08-20;wheat;ARS;14000
2020-08-20;sorghum;ARS;11750
2020-08-20;soybeans;ARS;18000
2020-08-20;sunflower;ARS;19800
2020-08-21;corn;ARS;10650
2020-08-21;sorghum;ARS;11750
2020-08-21;wheat;ARS;14100
2020-08-21;sunflower;ARS;19850
2020-08-21;soybeans;ARS;18100
2020-08-24;sunflower;ARS;19870
2020-08-24;soybeans;ARS;18100
2020-08-24;corn;ARS;11000
2020-08-24;wheat;ARS;14300
2020-08-24;sorghum;ARS;11750
2020-08-25;corn;ARS;11000
2020-08-25;soybeans;ARS;18400
2020-08-25;wheat;ARS;14300
2020-08-25;sorghum;ARS;11800
2020-08-25;sunflower;ARS;19900
2020-08-26;wheat;ARS;14300
2020-08-26;sorghum;ARS;11800
2020-08-26;corn;ARS;11100
2020-08-26;sunflower;ARS;19900
2020-08-26;soybeans;ARS;18500
2020-08-27;wheat;ARS;14400
2020-08-27;sorghum;ARS;11800
2020-08-27;corn;ARS;11200
2020-08-27;soybeans;ARS;18700
2020-08-27;sunflower;ARS;19930
2020-08-28;soybeans;ARS;19000
2020-08-28;corn;ARS;11400
2020-08-28;sunflower;ARS;19930
2020-08-28;sorghum;ARS;11800
2020-08-28;wheat;ARS;14500
2020-08-31;wheat;ARS;14500
2020-08-31;sorghum;ARS;11850
2020-08-31;corn;ARS;11400
2020-08-31;soybeans;ARS;19100
2020-08-31;sunflower;ARS;20130
2020-09-01;sorghum;ARS;11900
2020-09-01;sunflower;ARS;20150
2020-09-01;corn;ARS;11400
2020-09-01;soybeans;ARS;19200
2020-09-01;wheat;ARS;14500
2020-09-02;sunflower;ARS;20170
2020-09-02;wheat;ARS;14600
2020-09-02;sorghum;ARS;12000
2020-09-02;soybeans;ARS;19300
2020-09-02;corn;ARS;11300
2020-09-03;sunflower;ARS;20400
2020-09-03;corn;ARS;11350
2020-09-03;soybeans;ARS;19300
2020-09-03;sorghum;ARS;12000
2020-09-03;wheat;ARS;14700
2020-09-04;soybeans;ARS;19300
2020-09-04;corn;ARS;11500
2020-09-04;sunflower;ARS;20450
2020-09-04;sorghum;ARS;12200
2020-09-04;wheat;ARS;14800
2020-09-07;sunflower;ARS;20450
2020-09-07;corn;ARS;11500
2020-09-07;soybeans;ARS;19500
2020-09-07;wheat;ARS;14900
2020-09-07;sorghum;ARS;12200
2020-09-08;wheat;ARS;15000
2020-09-08;sorghum;ARS;12200
2020-09-08;soybeans;ARS;19500
2020-09-08;sunflower;ARS;20450
2020-09-08;corn;ARS;11500
2020-09-09;soybeans;ARS;19700
2020-09-09;sorghum;ARS;12600
2020-09-09;wheat;ARS;15000
2020-09-09;corn;ARS;11550
2020-09-09;sunflower;ARS;20900
2020-09-10;corn;ARS;11700
2020-09-10;sunflower;ARS;20900
2020-09-10;soybeans;ARS;20000
2020-09-10;sorghum;ARS;13050
2020-09-10;wheat;ARS;15000
2020-09-11;corn;ARS;12000
2020-09-11;sunflower;ARS;20930
2020-09-11;soybeans;ARS;20100
2020-09-11;wheat;ARS;15000
2020-09-11;sorghum;ARS;13800
2020-09-14;corn;ARS;12000
2020-09-14;sorghum;ARS;14000
2020-09-14;soybeans;ARS;20300
2020-09-14;wheat;ARS;15000
2020-09-14;sunflower;ARS;21000
2020-09-15;soybeans;ARS;20300
2020-09-15;corn;ARS;12050
2020-09-15;sunflower;ARS;21000
2020-09-15;wheat;ARS;15100
2020-09-15;sorghum;ARS;14000
2020-09-16;sorghum;ARS;14100
2020-09-16;wheat;ARS;15100
2020-09-16;corn;ARS;12400
2020-09-16;soybeans;ARS;21000
2020-09-16;sunflower;ARS;21020
2020-09-17;corn;ARS;12550
2020-09-17;wheat;ARS;15100
2020-09-17;soybeans;ARS;21100
2020-09-17;sunflower;ARS;21050
2020-09-17;sorghum;ARS;14100
2020-09-18;sorghum;ARS;14300
2020-09-18;soybeans;ARS;22000
2020-09-18;sunflower;ARS;21450
2020-09-18;wheat;ARS;15200
2020-09-18;corn;ARS;12800
2020-09-21;corn;ARS;12800
2020-09-21;sunflower;ARS;22000
2020-09-21;wheat;ARS;15200
2020-09-21;sorghum;ARS;14300
2020-09-21;soybeans;ARS;21500
2020-09-22;soybeans;ARS;21850
2020-09-22;wheat;ARS;15200
2020-09-22;sorghum;ARS;14500
2020-09-22;corn;ARS;12800
2020-09-22;sunflower;ARS;22500
2020-09-23;soybeans;ARS;22000
2020-09-23;sorghum;ARS;14500
2020-09-23;wheat;ARS;15200
2020-09-23;corn;ARS;12800
2020-09-23;sunflower;ARS;22660
2020-09-24;sorghum;ARS;14600
2020-09-24;wheat;ARS;15200
2020-09-24;soybeans;ARS;21550
2020-09-24;corn;ARS;12600
2020-09-24;sunflower;ARS;22700
2020-09-25;soybeans;ARS;21500
2020-09-25;sunflower;ARS;22700
2020-09-25;sorghum;ARS;14600
2020-09-25;corn;ARS;12600
2020-09-25;wheat;ARS;15300
2020-09-28;wheat;ARS;15300
2020-09-28;sorghum;ARS;14600
2020-09-28;soybeans;ARS;21300
2020-09-28;corn;ARS;12600
2020-09-28;sunflower;ARS;22760
2020-09-29;sorghum;ARS;14800
2020-09-29;soybeans;ARS;21300
2020-09-29;corn;ARS;12600
2020-09-29;sunflower;ARS;22800
2020-09-29;wheat;ARS;14900
2020-09-30;sunflower;ARS;23000
2020-09-30;soybeans;ARS;22800
2020-09-30;wheat;ARS;15000
2020-09-30;sorghum;ARS;14900
2020-09-30;corn;ARS;12800
2020-10-01;corn;ARS;13300
2020-10-01;sorghum;ARS;15100
2020-10-01;sunflower;ARS;23200
2020-10-01;soybeans;ARS;23200
2020-10-01;wheat;ARS;15000
2020-10-02;wheat;ARS;15000
2020-10-02;corn;ARS;13300
2020-10-02;soybeans;ARS;23200
2020-10-02;sunflower;ARS;23500
2020-10-02;sorghum;ARS;15100
2020-10-05;corn;ARS;13400
2020-10-05;soybeans;ARS;23200
2020-10-05;sorghum;ARS;15250
2020-10-05;wheat;ARS;15350
2020-10-05;sunflower;ARS;23820
2020-10-06;soybeans;ARS;23850
2020-10-06;sunflower;ARS;23830
2020-10-06;wheat;ARS;15500
2020-10-06;corn;ARS;13600
2020-10-06;sorghum;ARS;15300
2020-10-07;wheat;ARS;15600
2020-10-07;sunflower;ARS;23850
2020-10-07;corn;ARS;13700
2020-10-07;soybeans;ARS;24000
2020-10-07;sorghum;ARS;15300
2020-10-08;wheat;ARS;15700
2020-10-08;sorghum;ARS;15300
2020-10-08;soybeans;ARS;24050
2020-10-08;corn;ARS;14000
2020-10-08;sunflower;ARS;23850
2020-10-09;wheat;ARS;15700
2020-10-09;soybeans;ARS;24500
2020-10-09;corn;ARS;14300
2020-10-09;sorghum;ARS;15400
2020-10-09;sunflower;ARS;23860
2020-10-13;sorghum;ARS;15400
2020-10-13;soybeans;ARS;24350
2020-10-13;corn;ARS;14250
2020-10-13;wheat;ARS;15700
2020-10-13;sunflower;ARS;23950
2020-10-14;wheat;ARS;15700
2020-10-14;sorghum;ARS;15500
2020-10-14;corn;ARS;14300
2020-10-14;sunflower;ARS;23960
2020-10-14;soybeans;ARS;24500
2020-10-15;sorghum;ARS;15500
2020-10-15;corn;ARS;14600
2020-10-15;sunflower;ARS;23960
2020-10-15;soybeans;ARS;25000
2020-10-15;wheat;ARS;16000
2020-10-16;sunflower;ARS;24000
2020-10-16;corn;ARS;15200
2020-10-16;soybeans;ARS;25000
2020-10-16;sorghum;ARS;15500
2020-10-16;wheat;ARS;16300
2020-10-19;sunflower;ARS;24000
2020-10-19;corn;ARS;15450
2020-10-19;soybeans;ARS;25200
2020-10-19;sorghum;ARS;15500
2020-10-19;wheat;ARS;16400
2020-10-20;sunflower;ARS;24030
2020-10-20;sorghum;ARS;15900
2020-10-20;wheat;ARS;16700
2020-10-20;soybeans;ARS;25600
2020-10-20;corn;ARS;15550
2020-10-21;sunflower;ARS;25600
2020-10-21;wheat;ARS;17500
2020-10-21;corn;ARS;16000
2020-10-21;sorghum;ARS;15900
2020-10-21;soybeans;ARS;26000
2020-10-22;corn;ARS;16400
2020-10-22;sunflower;ARS;27300
2020-10-22;sorghum;ARS;16100
2020-10-22;wheat;ARS;17600
2020-10-22;soybeans;ARS;26700
2020-10-23;sunflower;ARS;28500
2020-10-23;wheat;ARS;17500
2020-10-23;sorghum;ARS;16350
2020-10-23;corn;ARS;16050
2020-10-23;soybeans;ARS;26700
2020-10-26;soybeans;ARS;27000
2020-10-26;corn;ARS;15600
2020-10-26;sunflower;ARS;28900
2020-10-26;sorghum;ARS;16400
2020-10-26;wheat;ARS;17500
2020-10-27;wheat;ARS;17600
2020-10-27;sorghum;ARS;16400
2020-10-27;corn;ARS;15700
2020-10-27;sunflower;ARS;28900
2020-10-27;soybeans;ARS;26700
2020-10-28;corn;ARS;15200
2020-10-28;soybeans;ARS;26300
2020-10-28;sunflower;ARS;29300
2020-10-28;sorghum;ARS;16400
2020-10-28;wheat;ARS;17450
2020-10-29;sorghum;ARS;16400
2020-10-29;soybeans;ARS;26300
2020-10-29;corn;ARS;15300
2020-10-29;sunflower;ARS;29300
2020-10-29;wheat;ARS;17450
2020-10-30;sunflower;ARS;29000
2020-10-30;corn;ARS;15200
2020-10-30;wheat;ARS;16800
2020-10-30;sorghum;ARS;16400
2020-10-30;soybeans;ARS;25500
2020-11-02;sunflower;ARS;29000
2020-11-02;corn;ARS;15200
2020-11-02;soybeans;ARS;25350
2020-11-02;sorghum;ARS;16400
2020-11-02;wheat;ARS;16700
2020-11-03;sunflower;ARS;29000
2020-11-03;corn;ARS;15200
2020-11-03;wheat;ARS;16700
2020-11-03;sorghum;ARS;16530
2020-11-03;soybeans;ARS;25750
2020-11-04;corn;ARS;15000
2020-11-04;soybeans;ARS;26200
2020-11-04;wheat;ARS;16700
2020-11-04;sunflower;ARS;29000
2020-11-04;sorghum;ARS;16550
2020-11-05;sunflower;ARS;29000
